id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
1857,curso,construcción e infraestructura,tecnología de la construcción,obra civil,presencial,30.0
1858,curso,transporte y logística,transporte de carga y de pasajeros,"actualización profesional en conducción de vehiculos de 4 ruedas o más, con capacidad de 26 asientos en adelante, diseñados para transporte de pasajeros",presencial,20.0
1859,curso,administración y legislación,gestión del talento humano,habilidades de supervición y liderazgo,presencial,16.0
1860,curso,finanzas comercio y ventas,marketing y ventas,marketing digital,presencial,20.0
1861,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,80.0
1862,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas,presencial,100.0
1863,curso,electricidad y electrónica,electricidad automotriz,electricidad automotriz,presencial,100.0
1864,curso,electricidad y electrónica,electricidad automotriz,autotronica,presencial,60.0
1865,curso,electricidad y electrónica,redes eléctricas,control industrial,presencial,40.0
1866,curso,electricidad y electrónica,redes eléctricas,reforzamiento de redes de distribución,presencial,40.0
1867,curso,electricidad y electrónica,redes eléctricas,mantenimiento del servicio de alumbrado publico general,presencial,20.0
1868,curso,electricidad y electrónica,redes eléctricas,capacitación integral para trabajos en líneas y redes,presencial,40.0
1869,curso,electricidad y electrónica,redes eléctricas,operacion y mantenimiento de transformadores de distribuacion,presencial,20.0
1870,curso,electricidad y electrónica,redes eléctricas,coordinación de protecciones de sistemas de distribución,presencial,20.0
1871,curso,electricidad y electrónica,redes eléctricas,ejecución en trabajos con tensión,presencial,20.0
1872,curso,electricidad y electrónica,redes eléctricas,elaboración e instalación de acomedidas y medidores de bt y mt,presencial,40.0
1873,curso,electricidad y electrónica,redes eléctricas,formacion de operadores de subestaciones energizadas,presencial,60.0
1874,curso,electricidad y electrónica,redes eléctricas,"operacion, diagnostico, mantenimiento y gestion de subestaciones electricas",presencial,16.0
1875,curso,electricidad y electrónica,redes eléctricas,alta y baja tension pa linieros,presencial,24.0
1876,curso,electricidad y electrónica,redes eléctricas,instalaciones eléctricas nfpa 70 nec,presencial,24.0
1877,curso,mecánica industrial y minería,soldadura,trabajos en caliente,presencial,16.0
1878,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos físicos,presencial,16.0
1879,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,10.0
1880,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,presencial,10.0
1881,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,estres laboral,presencial,10.0
1882,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevencion y seguridad integral en el manejo de amoniaco nh3,presencial,10.0
1883,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos biológicos,presencial,10.0
1884,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,10.0
1885,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,10.0
1886,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo en la construcción,presencial,10.0
1887,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevencion en el manejo de h2s,presencial,10.0
1888,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,presencial,18.0
1889,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manejo seguro de montacargas,online,18.0
1890,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de puente grúa,presencial,10.0
1891,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de puente grúa,online,10.0
1892,curso,transporte y logística,transporte de carga y de pasajeros,conducción a la defensiva,presencial,20.0
1893,curso,transporte y logística,transporte de carga y de pasajeros,conducción a la defensiva,online,20.0
1894,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,16.0
1895,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,12.0
1896,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,presencial,20.0
1897,curso,electricidad y electrónica,electricidad domiciliaria,electricidad residencial i,presencial,20.0
1898,curso,electricidad y electrónica,electricidad domiciliaria,electricidad residencial ii,presencial,20.0
1899,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas i,presencial,60.0
1900,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas ii,presencial,60.0
1901,curso,electricidad y electrónica,electricidad domiciliaria,automatización industrial,presencial,60.0
1902,curso,electricidad y electrónica,electrónica industrial,electrónica aplicada,presencial,120.0
1903,curso,electricidad y electrónica,redes eléctricas,formación integral de linieros,presencial,60.0
1904,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,36.0
1905,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,24.0
1906,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,bloqueo y etiquetado,presencial,18.0
1907,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,16.0
1908,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,16.0
1909,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,presencial,20.0
1910,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,presencial,12.0
1911,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,presencial,16.0
1912,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,presencial,16.0
1913,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos mecánico,presencial,18.0
1914,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos físicos,presencial,18.0
1915,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales,presencial,16.0
1916,curso,electricidad y electrónica,redes eléctricas,nfpa 70e norma para la seguridad eléctrica en lugares de trabajo,online,16.0
1917,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,online,24.0
1918,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo en la construcción,online,10.0
1919,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,online,36.0
1920,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,online,20.0
1921,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios,online,8.0
1922,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,semipresencial,40.0
1923,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,semipresencial,10.0
1924,curso,mecánica industrial y minería,soldadura,trabajos en caliente,online,16.0
1925,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,online,10.0
1926,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,online,20.0
