id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
2630,sistemas de información geográfica: qgis,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
2631,desarrollo de aplicaciones multiplataforma con python,tecnologías de la información y comunicación,lenguaje de programación,desconocida,40,160.0
2632,ethical hacking básico,tecnologías de la información y comunicación,análisis de sistemas,desconocida,40,266.8
2635,calificación de ofertas bajo la ley orgánica del sistema nacional de contratación pública,administración y legislación,legislación,desconocida,40,
2636,reajuste de precios: contratos de construcción y consultoria de obras civiles,construcción e infraestructura,tecnología de la construcción,desconocida,40,
2637,"contratación pública de obras, para proveedores del estado",administración y legislación,administración general,desconocida,32,
2638,tecnicas aplicadas en el cambio de malas conductas caninas,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2642,excel como herramienta de apoyo a la inteligencia de negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,16,253.28
2643,tributacion basica,administración y legislación,administración contable y de costos,desconocida,8,
2644,la técnica vocal:su aplicación para los profesionales de la voz.,educación y capacitación,capacitación,desconocida,24,
2648,cuidado estético básico de las uñas,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
2649,"asistencia en peluquería, belleza y cosmetología",artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
2650,la expresion corporal como eje transversal en la educación,educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
2654,supervisión de control de calidad en higiene ambiental hospitalaria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2655,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2656,composición fotográfica,comunicación y artes gráficas,fotografía,desconocida,32,
2657,auditoría forense y prevención del fraude,administración y legislación,legislación,desconocida,24,
2658,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2664,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
2665,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2666,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2667,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2668,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2669,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2676,docencia virtual,educación y capacitación,capacitación,desconocida,40,
2680,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2681,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2690,diseño y armado de centros de carga residenciales y gabinetes de mando y control eléctrico industriales,electricidad y electrónica,electricidad industrial,desconocida,32,
2691,instalaciones eléctricas residenciales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
2692,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2693,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2696,iluminación artificial para ambientes residenciales y comerciales,construcción e infraestructura,arquitectura y urbanismo,desconocida,40,
2697,análisis financiero,finanzas comercio y ventas,riesgo financiero,desconocida,40,
2698,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
2701,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2702,interpretación de la norma iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,16,
2709,manipulación de alimentos y nutrición para bares escolares del sistema nacional de educación ecuatoriano,alimentación gastronomía y turismo,catering y servicio de bar y comedores,desconocida,32,
2710,tútoría de educación en casa,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2717,gestión y manejo estratégico de la contratación de obra enfocado al sector público (contratista).,construcción e infraestructura,obras,desconocida,40,
2728,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
2729,manualidades para la comunidad,artes y artesanía,artesanía,desconocida,24,
2730,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2731,fotogrametría con drones,educación y capacitación,capacitación,desconocida,32,
2732,arcgis aplicado a la gestión ambiental,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
2733,"auditorías ambientales a sistemas de gestión medio ambiental (sgm) iso 14001 2015, auditorías de cumplimiento y cierre según formato mae suia",forestal ecología y medio ambiente,contaminación ambiental,desconocida,40,
2734,"word, excel y power point",tecnologías de la información y comunicación,programas de escritorio,desconocida,40,386.8
2735,normas internacionales de información financiera para auditores independientes,administración y legislación,administración contable y de costos,desconocida,40,
2736,"lavado de activos, financiamiento del terrorismo y otros delitos",finanzas comercio y ventas,riesgo financiero,desconocida,24,
2737,normas internacionales de auditoria para auditores independientes,administración y legislación,administración contable y de costos,desconocida,40,
2738,anexos y devoluciones tributarias,administración y legislación,administración contable y de costos,desconocida,8,
2739,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2740,analisis de un presupuesto de una construccion de 2 pisos,administración y legislación,administración contable y de costos,desconocida,40,
2741,modelado y renderizado de sketchup con vray,tecnologías de la información y comunicación,software especializado,desconocida,40,724.8000000000001
2742,revit aplicado a la metodología bim,tecnologías de la información y comunicación,software especializado,desconocida,40,724.8000000000001
2743,brigadas de primeros auxilios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2744,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2757,seguridad de la información,tecnologías de la información y comunicación,control de calidad,desconocida,32,106.56
