id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
774,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40.0,
775,tecnologías de la información y comunicación,lenguaje de programación,programación en arduino aplicado a la robótica,desconocida,40.0,357.2
776,tecnologías de la información y comunicación,software especializado,diseño y modelado mecánico en software cad - cae,desconocida,40.0,222.39999999999998
777,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16.0,
778,alimentación gastronomía y turismo,turismo,elaboracion de proyectos agroturisticos innovadores,desconocida,40.0,
779,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
780,alimentación gastronomía y turismo,catering y servicio de bar y comedores,"técnicas de bares, mixología y gastrobares",desconocida,40.0,
781,alimentación gastronomía y turismo,cocina nacional e internacional,introducción a la cocina fría (garde manger),desconocida,40.0,
782,alimentación gastronomía y turismo,cocina nacional e internacional,técnicas básicas de cocina,desconocida,40.0,
783,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,"b.p.m. para establecimientos a&b, covid-19 (módulo 1)",desconocida,40.0,
784,alimentación gastronomía y turismo,catering y servicio de bar y comedores,"dirección de técnicas de servicio para gastrobares, restaurantes y tendencias online y offline",desconocida,40.0,
785,alimentación gastronomía y turismo,panadería y pastelería,introducción a la panadería y pastelería,desconocida,40.0,
786,alimentación gastronomía y turismo,repostería y confitería,técnicas básicas de repostería,desconocida,40.0,
787,administración y legislación,administración general,"contratación pública de bienes y servicios, para proveedores del estado",desconocida,32.0,
788,administración y legislación,administración general,"manejo de portal de compras públicas, preparación de ofertas con módulo mfc y cálculo del vae (para proveedores)",desconocida,24.0,
789,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32.0,
790,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
791,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
792,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
793,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
794,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
795,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,desconocida,40.0,
796,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
797,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
798,artes y artesanía,peluquería y belleza barbería y estilismo,cuidado estético básico de las uñas,desconocida,40.0,
799,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
800,artes y artesanía,peluquería y belleza barbería y estilismo,principios básicos de peluquería y belleza,desconocida,40.0,
801,finanzas comercio y ventas,comercio exterior y cambios,importación y exportación de mercancías,desconocida,40.0,
802,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
803,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
804,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de extintores portátiles,desconocida,8.0,
805,servicios socioculturales y a la comunidad,género,danza folclórica - caporal,desconocida,24.0,
806,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
807,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,desconocida,40.0,
808,artes y artesanía,peluquería y belleza barbería y estilismo,"asistencia en peluquería, belleza y cosmetología",desconocida,40.0,
809,artes y artesanía,peluquería y belleza barbería y estilismo,principios básicos de peluquería y belleza,desconocida,40.0,
810,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,defensa personal,desconocida,40.0,
811,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
812,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
813,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
814,electricidad y electrónica,electricidad domiciliaria,instalación de cámaras de videovigilancia cctv y minicámaras,desconocida,40.0,
815,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
816,tecnologías de la información y comunicación,redes,"introudcción a las redes, ccna 200-301",desconocida,40.0,160.0
817,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
818,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point básico",desconocida,24.0,252.0
819,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point",desconocida,40.0,100.0
820,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
821,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
822,finanzas comercio y ventas,riesgo financiero,programa de educación financiera - pef,desconocida,40.0,
823,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16.0,
824,tecnologías de la información y comunicación,programas de escritorio,sistemas de información geográfica: arcgis nivel básico-intermedio,desconocida,24.0,252.0
825,educación y capacitación,capacitación,mapeo con drones,desconocida,24.0,
826,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
827,administración y legislación,administración contable y de costos,obligaciones tributarias y beneficios laborales,desconocida,24.0,
828,educación y capacitación,capacitación,excel avanzado y tablas dinámicas,desconocida,32.0,
829,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
830,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16.0,
831,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
832,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
833,administración y legislación,gestión de la calidad,implementación de sistemas integrados de gestión,desconocida,40.0,
834,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
835,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
836,administración y legislación,administración general,determinación de las etapas o fases de la contratación pública,desconocida,24.0,
837,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
